«APN»,«Lot_Acreage»,lat,lon,cluster
06-025-f-00c-0018-0-0-0,0.5,35.69063844,-80.25606987,108
06-025-f-00e-0001-0-0-0,0.524,35.6924109,-80.25400787,108
06-025-f-00f-0021-0-0-0,2.76,35.69400497,-80.25675336,108
06-025-h-000-0003-0-0-0,1.35,35.68844414,-80.25050975,108
06-026-0-000-0012-0-0-0,28,35.6948821,-80.27284951,108
06-026-0-000-0017-0-0-0,10.31,35.69381451,-80.26953523,108
06-026-0-000-0033-0-0-0,3.16,35.690669,-80.26819052,108
06-026-c-000-0003-0-0-0,1.19,35.69179916,-80.26906818,108
06-026-c-000-0009-0-0-0,1.59,35.69267041,-80.27168825,108
06-032-0-000-0009-d-0-0,1.7,35.68604406,-80.25523142,108
06-032-0-000-0009-h-0-0,3.44,35.68470365,-80.25543963,108
06-032-0-000-0017-a-0-0,0.99,35.68284485,-80.25375127,108
06-032-0-000-0026-b-0-0,3.39,35.68093929,-80.25355405,108
06-032-0-000-0131-0-0-0,1.17,35.68687861,-80.25453638,108
06-032-0-000-0140-0-0-0,12.81,35.68728513,-80.25803081,108
06-032-0-000-0158-0-0-0,1.91,35.68428993,-80.25916739,108
06-032-d-000-0011-0-0-0,1.67,35.68561189,-80.2517163,108
15-021-0-000-0002-0-0-0,1.64,35.69503848,-80.24936519,108
15-021-0-000-0003-0-0-0,2.73,35.69808167,-80.24578646,108
15-021-0-000-0005-a-0-0,0.99,35.70122583,-80.24655965,108
15-021-0-000-0006-b-0-0,1.33,35.7075146,-80.24610798,108
15-021-0-000-0006-c-0-0,2.64,35.70699988,-80.24623546,108
15-021-a-00a-0051-0-0-0,1,35.70000733,-80.25308082,108
15-021-b-003-0003-0-0-0,1,35.70156505,-80.25055935,108
15-021-b-003-0028-0-0-0,0.641,35.70383195,-80.24776541,108
15-028-0-000-0001-0-0-0,10.99,35.69640905,-80.24567468,108
06-026-0-000-0011-0-0-0,1.55,35.6890321,-80.27996767,109
06-026-0-000-0020-a-0-0,12.01,35.6857573,-80.27682669,109
06-026-0-000-0020-b-0-0,12.01,35.68490917,-80.27761952,109
06-026-0-000-0020-c-0-0,12.01,35.6841793,-80.27781313,109
06-026-0-000-0020-d-0-0,12.01,35.68331477,-80.27715383,109
06-026-0-000-0041-d-0-0,1.72,35.6902444,-80.27249201,109
06-030-0-000-0001-e-0-0,22.59,35.67502112,-80.27389391,109
06-030-0-000-0006-0-0-0,3.14,35.68260312,-80.28588696,109
06-030-i-000-0015-0-0-0,0.76,35.6848186,-80.28553803,109
06-031-0-000-0001-a-0-0,0.76,35.68104612,-80.28186102,109
06-031-0-000-0004-0-0-0,18.12,35.67704693,-80.28448327,109
06-031-0-000-0004-b-0-0,18.26,35.68008416,-80.28448241,109
06-031-0-000-0005-a-0-0,8.18,35.68229144,-80.27630608,109
06-031-0-000-0010-0-0-0,2.44,35.6766317,-80.26834502,109
06-031-0-000-0019-g,1.79,35.669657,-80.268963,109
06-031-0-000-0028-0-0-0,17.4,35.6697176,-80.2737969,109
06-031-0-000-0029-0-0-0,16.64,35.67582853,-80.27640066,109
06-031-0-000-0030-g-0-0,3.17,35.67489479,-80.27790792,109
06-031-0-000-0030-h,2.98,35.675085,-80.280591,109
06-031-0-000-0034-a-0-0,24.35,35.68279132,-80.28109325,109
06-031-0-000-0034-b-0-0,5.16,35.68029351,-80.2828979,109
06-031-0-000-0034-c-0-0,3.59,35.67894697,-80.2827103,109
06-031-0-000-0034-e-0-0,4.39,35.67969031,-80.28065269,109
06-031-0-000-0038-0-0-0,3.9,35.67458711,-80.26705719,109
06-031-0-000-0039-0-0-0,6.56,35.67803749,-80.26940637,109
06-031-0-000-0039-a-0-0,5,35.67816088,-80.27407417,109
06-031-0-000-0050-a-0-0,1.92,35.67416256,-80.26415996,109
06-031-0-000-0050-b-0-0,1.59,35.67371319,-80.26595469,109
06-031-0-000-0053-0-0-0,0.7,35.67296594,-80.26611492,109
06-031-b-00a-0019-0-0-0,0.55,35.67346866,-80.27695198,109
06-031-b-00b-0001-0-0-0,0.62,35.67360224,-80.27868496,109
06-031-b-00b-0015-0-0-0,0.71,35.67365144,-80.27918712,109
06-031-d-000-0001-0-0-0,0.51,35.6813524,-80.26933315,109
06-031-d-000-0005-0-0-0,0.6,35.6802759,-80.26933901,109
06-031-d-000-0006-0-0-0,0.6,35.68000459,-80.26928597,109
06-031-d-000-0013-0-0-0,1.8,35.68058647,-80.27105694,109
06-031-d-000-0018-0-0-0,3.31,35.68217579,-80.27125179,109
06-032-0-000-0001-b-0-0,0.93,35.68772589,-80.26852194,109
06-032-0-000-0005-i-0-0,2.35,35.68323279,-80.26664436,109
06-032-0-000-0005-k-0-0,2,35.68366966,-80.26752287,109
06-032-0-000-0005-l-0-0,1.49,35.6841736,-80.26725954,109
06-032-0-000-0006-b-0-0,7.97,35.67740643,-80.2650518,109
06-032-0-000-0011-b-0-0,1.04,35.6800086,-80.25696581,109
06-032-0-000-0038-l-0-0,1.4,35.67542703,-80.25840252,109
06-032-0-000-0085-a-0-0,20.49,35.67675207,-80.25967599,109
06-032-0-000-0088-0-0-0,1.47,35.68642421,-80.26698835,109
06-032-0-000-0090-0-0-0,1.72,35.67996002,-80.25989746,109
06-032-0-000-0106-0-0-0,3,35.68190408,-80.26441757,109
06-032-0-000-0133-0-0-0,1.07,35.68589605,-80.26662008,109
06-033-0-000-0002-0-0-0,23.87,35.66958055,-80.2638957,109
06-033-0-000-0009-0-0-0,21.02,35.66980062,-80.25833899,109
06-033-f-000-0014-0-0-0,2,35.67309511,-80.25981025,109
06-034-0-000-0009-0-0-0,8.41,35.66662058,-80.27236276,109
06-034-0-000-0009-d-0-0,8.41,35.66596065,-80.27244034,109
06-034-0-000-0011-a-0-0,2.14,35.66870534,-80.27274466,109
06-034-0-000-0011-b-0-0,2.01,35.66958613,-80.27246512,109
06-034-0-000-0016-0-0-0,1.66,35.66426974,-80.26792181,109
06-034-0-000-0025-a-0-0,10.65,35.67205541,-80.27603593,109
06-034-0-000-0034-0-0-0,6.71,35.6709529,-80.27835873,109
06-034-a-000-0022-0-0-0,0.65,35.6682532,-80.26650551,109
06-030-0-000-0001-0-0-0,743.46,35.67581353,-80.29466508,110
06-030-0-000-0001-d-0-0,2.36,35.66721023,-80.29977566,110
06-034-0-000-0003-0-0-0,2.09,35.66188214,-80.28931037,110
06-034-0-000-0003-c-0-0,5.46,35.66263535,-80.29017903,110
06-034-0-000-0003-d-0-0,8.49,35.66209443,-80.2865192,110
06-034-0-000-0003-e-0-0,9.83,35.66239478,-80.28835573,110
06-034-0-000-0003-v-0-0,8.49,35.66331415,-80.28627533,110
06-034-0-000-0005-e-0-0,4,35.6594066,-80.28490715,110
06-034-0-000-0005-g-0-0,2.21,35.66157225,-80.28347643,110
06-034-0-000-0005-i-0-0,1.81,35.66124768,-80.28315496,110
06-034-0-000-0020-0-0-0,1.38,35.66552192,-80.29134352,110
06-034-0-000-0020-a-0-0,1.12,35.66528314,-80.29196591,110
06-034-0-000-0020-b-0-0,0.92,35.66520679,-80.29290061,110
06-034-0-000-0031-c-0-0,1,35.66959951,-80.28849595,110
06-034-0-000-0037-0-0-0,8.01,35.66797312,-80.28605003,110
06-034-e-000-0002-0-0-0,4.63,35.66511617,-80.28779008,110
06-034-e-000-0003-0-0-0,5.76,35.66507313,-80.28891724,110
06-034-e-000-0005-0-0-0,8.4,35.66344679,-80.29117578,110
06-034-f-000-0002-0-0-0,5.14,35.65850102,-80.28940846,110
06-035-a-00g-0024-0-0-0,0.35,35.6668499,-80.30055532,110
06-035-a-00g-0035-0-0-0,0.6,35.66836231,-80.30148729,110
06-035-b-00h-0044-0-0-0,0.736,35.66168553,-80.30014979,110
06-035-b-00h-0073-0-0-0,1,35.66570648,-80.29971383,110
06-035-e-00m-0011-0-0-0,0.493,35.66966285,-80.2913308,110
06-035-e-00m-0030-0-0-0,0.943,35.66831987,-80.28984648,110
06-035-e-00m-0044-0-0-0,3,35.66857743,-80.29125741,110
06-035-e-00m-0049-0-0-0,2.58,35.67033578,-80.29037747,110
06-035-e-00m-0081-0-0-0,1,35.6679762,-80.29168367,110
06-035-e-00m-0131-0-0-0,0.8,35.66635124,-80.29245049,110
06-035-e-00m-0154-0-0-0,1,35.66598978,-80.29154518,110
06-035-f-000-0022-0-0-0,0.73,35.66162535,-80.29959139,110
06-035-f-000-0023-0-0-0,0.785,35.66167771,-80.29924226,110
06-036-0-000-0002-0-0-0,2.87,35.65497231,-80.29427306,110
06-036-0-000-0003-i-0-0,3.24,35.65325304,-80.29088157,110
06-036-0-000-0007-0-0-0,3.26,35.65291304,-80.28897759,110
06-036-0-000-0016-0-0-0,2.3,35.65654389,-80.2898266,110
06-036-f-000-0001-0-0-0,1,35.65409346,-80.29233464,110
06-036-i-000-0001-0-0-0,0.92,35.6514001,-80.29141981,110
06-036-i-000-0002-0-0-0,0.881,35.65153912,-80.29177061,110
06-036-i-000-0007-0-0-0,0.564,35.65141711,-80.29370143,110
06-036-i-000-0011-0-0-0,0.493,35.65193302,-80.29451493,110
06-036-i-000-0015-0-0-0,0.533,35.65198576,-80.29286623,110
06-036-i-000-0022-0-0-0,0.484,35.65218961,-80.29069997,110
06-036-i-000-0026-0-0-0,0.5,35.65200499,-80.2891845,110
06-036-j-000-0001-0-0-0,0.511,35.65198736,-80.28885377,110
06-036-l-000-0002-0-0-0,1.77,35.65648171,-80.29148205,110
06-036-l-000-0011-0-0-0,1.76,35.65694693,-80.29298388,110
06-033-0-000-0027-a-0-0,1.27,35.66852074,-80.24678648,111
06-033-0-000-0029-0-0-0,1.5,35.66687921,-80.24884224,111
06-033-0-000-0030-d-0-0,0.92,35.66637933,-80.24896835,111
06-033-0-000-0030-f-0-0,0.91,35.66562211,-80.24914414,111
06-033-0-000-0030-g-0-0,0.91,35.66533264,-80.24925947,111
06-033-0-000-0030-h-0-0,0.91,35.66504337,-80.24937432,111
06-033-0-000-0030-i-0-0,0.91,35.66476282,-80.24949692,111
06-033-0-000-0031-a-0-0,3.4,35.66529808,-80.2472012,111
06-033-0-000-0034-0-0-0,0.9,35.66442837,-80.25078471,111
06-033-0-000-0037-0-0-0,1,35.65966003,-80.25185999,111
06-033-0-000-0037-a-0-0,1.39,35.66215249,-80.2521373,111
06-033-0-000-0095-0-0-0,36.22,35.66756981,-80.25114211,111
06-033-a-026-0009-0-0-0,0.636,35.66274085,-80.26213318,111
06-033-a-041-0001-0-0-0,0.991,35.66307804,-80.26017912,111
06-033-a-066-0016-0-0-0,1,35.6671494,-80.25569424,111
06-033-a-067-0001-0-0-0,1.65,35.66669397,-80.25560377,111
06-033-a-067-0016-0-0-0,1.65,35.6663379,-80.25556967,111
06-033-a-068-0001-0-0-0,1.65,35.6658752,-80.25552062,111
06-033-b-000-0009-0-0-0,1.04,35.6702672,-80.25084993,111
06-038-0-000-0002-b-0-0,1,35.65595338,-80.25652644,111
06-038-0-000-0007-b-0-0,0.79,35.65404047,-80.2562584,111
06-038-0-000-0009-0-0-0,16.26,35.65499672,-80.25855672,111
06-038-0-000-0016-b-0-0,0.93,35.65177571,-80.25598268,111
09-009-0-000-0016-h-0-0,1.05,35.65882495,-80.23918522,111
09-009-c-005-0197-0-0-0,0.566,35.65831078,-80.24096814,111
09-009-c-005-0221-0-0-0,0.571,35.66148018,-80.24200625,111
09-009-e-00a-0028-0-0-0,0.68,35.65669351,-80.2373379,111
09-009-e-00a-0045-0-0-0,0.86,35.65514083,-80.23756894,111
09-009-e-00a-0048-0-0-0,1.98,35.65513286,-80.23889802,111
09-009-e-00a-0071-0-0-0,1.53,35.65519275,-80.24060676,111
09-009-e-00b-0001-0-0-0,0.68,35.6567718,-80.23983771,111
09-009-e-00c-0005-0-0-0,2.58,35.65656196,-80.24077302,111
09-010-0-000-0001-0-0-0,60.65,35.65201976,-80.24133548,111
09-010-0-000-0002-0-0-0,35.42,35.65192562,-80.2375226,111
09-010-0-000-0004-0-0-0,9.43,35.65010311,-80.24007126,111
09-010-0-000-0007-0-0-0,67,35.64508044,-80.23769362,111
09-010-0-000-0009-c-0-0,2,35.64778233,-80.23860169,111
09-010-0-000-0018-0-0-0,2.33,35.64480942,-80.24149921,111
09-010-0-000-0019-0-0-0,2.33,35.64487002,-80.24247529,111
09-010-0-000-0020-0-0-0,2.33,35.64492886,-80.24344817,111
09-010-0-000-0023-a-0-0,1,35.64491404,-80.24674739,111
09-010-0-000-0023-b-0-0,0.92,35.64423335,-80.24715801,111
09-010-b-002-0521-0-0-0,0.259,35.64827946,-80.24746924,111
09-010-b-002-0578-0-0-0,0.171,35.6490568,-80.24512108,111
09-010-b-002-0580-0-0-0,0.911,35.6492935,-80.24384311,111
09-010-c-001-0030-0-0-0,0.478,35.64684487,-80.24721731,111
09-010-c-001-0405-0-0-0,1,35.64720636,-80.2450082,111
09-010-c-001-0621-0-0-0,0.968,35.64642543,-80.24395859,111
09-010-c-001-0640-0-0-0,1,35.64661299,-80.24456433,111
09-010-d-00d-0001-0-0-0,0.54,35.64269487,-80.24999542,111
09-010-e-000-0025-0-0-0,1.3,35.64369786,-80.24932779,111
09-010-e-000-0027-0-0-0,0.8,35.64279418,-80.25053034,111
09-010-e-000-0028-0-0-0,1.1,35.64213699,-80.25036926,111
09-023-0-000-0004-0-0-0,10.78,35.63817011,-80.24857029,111
06-034-0-000-0018-0-0-0,32.4,35.66076902,-80.26762017,112
06-034-0-000-0019-0-0-0,21,35.65853815,-80.26822838,112
06-034-0-000-0019-e-0-0,1.5,35.65757221,-80.26790314,112
06-037-0-000-0003-0-0-0,2.28,35.65503375,-80.26681842,112
06-037-0-000-0014-0-0-0,5.27,35.65528596,-80.2624378,112
06-037-0-000-0023-0-0-0,5.45,35.65037585,-80.26659494,112
06-037-0-000-0036-a-0-0,0.94,35.65677635,-80.26777451,112
06-037-a-000-0068-0-0-0,1.33,35.64364129,-80.2658706,112
06-037-a-000-0070-0-0-0,1.31,35.64376807,-80.26427857,112
06-037-a-000-0071-0-0-0,1.4,35.64418905,-80.26383053,112
06-037-a-000-0072-0-0-0,1.26,35.64470252,-80.26344153,112
06-037-a-000-0073-0-0-0,1.34,35.64525042,-80.26304345,112
06-037-a-000-0074-0-0-0,1.5,35.64573067,-80.26404167,112
06-037-a-000-0076-0-0-0,1.06,35.64493175,-80.2645899,112
06-037-a-000-0077-0-0-0,1.06,35.64446081,-80.26494374,112
06-037-a-000-0078-0-0-0,1.09,35.64430851,-80.26579416,112
06-037-a-000-0082-0-0-0,1.15,35.6461176,-80.26509355,112
06-037-a-000-0085-0-0-0,1.42,35.64770926,-80.26489355,112
06-037-a-000-0086-0-0-0,1.44,35.6473625,-80.26424792,112
06-037-a-000-0087-0-0-0,1.42,35.6473337,-80.26375656,112
06-037-a-000-0088-0-0-0,1.27,35.6472071,-80.26326793,112
06-037-a-000-0089-0-0-0,1.34,35.64725098,-80.26266564,112
06-037-a-000-0090-0-0-0,1.33,35.64727318,-80.2621607,112
06-037-a-000-0091-0-0-0,1.17,35.6479473,-80.26226175,112
06-037-a-000-0092-0-0-0,1.43,35.64845004,-80.26242147,112
06-037-a-000-0093-0-0-0,1.14,35.64855183,-80.26301015,112
06-037-a-000-0094-0-0-0,1.3,35.64855835,-80.26351703,112
06-037-a-000-0095-0-0-0,1.36,35.6486512,-80.26400675,112
06-038-0-000-0024-0-0-0,3.32,35.64916444,-80.25840666,112
06-038-0-000-0033-0-0-0,2.44,35.65319336,-80.25965117,112
06-039-a-000-0012-0-0-0,1.46,35.63650362,-80.26317607,112
06-039-a-000-0014-0-0-0,1.62,35.63581451,-80.26378873,112
06-039-a-000-0016-0-0-0,1.44,35.6358226,-80.26491175,112
06-039-a-000-0018-0-0-0,1.49,35.63598846,-80.26580525,112
06-039-a-000-0019-0-0-0,1.49,35.63610864,-80.26623805,112
06-039-a-000-0020-0-0-0,1.46,35.63620832,-80.26668257,112
06-039-a-000-0021-0-0-0,1.5,35.63633176,-80.26711627,112
06-039-a-000-0023-0-0-0,1.7,35.63666755,-80.26806327,112
06-039-a-000-0024-0-0-0,1.72,35.63699027,-80.26840084,112
06-039-a-000-0026-0-0-0,1.66,35.63788867,-80.26852832,112
06-039-a-000-0027-0-0-0,1.56,35.63891688,-80.2684941,112
06-039-b-000-0062-0-0-0,1.47,35.63751975,-80.26592735,112
06-039-b-000-0065-0-0-0,1.24,35.63702822,-80.26441423,112
06-039-b-000-0067-0-0-0,1.8,35.63800753,-80.26502443,112
06-039-c-000-0008-0-0-0,1.29,35.64055718,-80.26587938,112
06-039-c-000-0031-0-0-0,1.83,35.64069209,-80.26756993,112
06-039-c-000-0033-0-0-0,1.56,35.64145748,-80.26769421,112
06-039-c-000-0034-0-0-0,1.88,35.64181936,-80.26785136,112
06-039-c-000-0038-0-0-0,2.19,35.64319348,-80.26790348,112
06-039-c-000-0040-0-0-0,1.67,35.64385675,-80.26754457,112
06-039-c-000-0041-0-0-0,1.56,35.64419308,-80.26739115,112
06-039-c-000-0042-0-0-0,1.54,35.64452877,-80.26726237,112
06-039-c-000-0044-0-0-0,1.82,35.64519918,-80.26717867,112
06-039-c-000-0045-0-0-0,1.98,35.64554016,-80.26716846,112
06-039-c-000-0047-0-0-0,2.31,35.64622329,-80.2671442,112
06-039-c-000-0048-0-0-0,2.46,35.64656561,-80.26714148,112
06-040-b-000-0007-0-0-0,1.28,35.64604153,-80.26975309,112
06-040-b-000-0008-0-0-0,1.31,35.6456738,-80.2696603,112
06-040-b-000-0009-0-0-0,1.42,35.64524951,-80.26952518,112
06-040-b-000-0011-0-0-0,1.66,35.64443157,-80.26985487,112
06-040-b-000-0014-0-0-0,1.35,35.64406952,-80.27127921,112
06-040-b-000-0015-0-0-0,1.36,35.64401382,-80.27171686,112
06-040-b-000-0017-0-0-0,1.7,35.64410835,-80.27276089,112
06-040-b-000-0020-0-0-0,1.92,35.64516577,-80.27407175,112
06-040-b-000-0021-0-0-0,2.17,35.64489854,-80.2748919,112
06-040-b-000-0023-0-0-0,1.65,35.64384867,-80.27479086,112
06-040-b-000-0024-0-0-0,1.66,35.64343341,-80.27461024,112
06-040-b-000-0025-0-0-0,1.59,35.64311973,-80.27421384,112
06-040-b-000-0028-0-0-0,1.27,35.64267643,-80.27295373,112
06-040-b-000-0029-0-0-0,1.67,35.64246786,-80.27245501,112
06-040-b-000-0031-0-0-0,1.59,35.64174658,-80.27161641,112
06-040-b-000-0034-0-0-0,1.65,35.64043665,-80.27110984,112
06-040-b-000-0035-0-0-0,1.57,35.63997748,-80.27111188,112
06-040-b-000-0036-0-0-0,1.59,35.63952938,-80.27119628,112
06-040-b-000-0038-0-0-0,1.88,35.63876632,-80.2717817,112
06-040-b-000-0039-0-0-0,1.92,35.6387064,-80.27240388,112
06-040-b-000-0040-0-0-0,1.64,35.63851138,-80.27301018,112
06-040-b-000-0045-0-0-0,1.84,35.63739121,-80.2746216,112
06-040-c-000-0055-0-0-0,1.53,35.64669914,-80.2715936,112
06-040-c-000-0056-0-0-0,1.49,35.64628667,-80.27135909,112
06-040-c-000-0057-0-0-0,1.25,35.64582972,-80.27109927,112
06-040-c-000-0060-0-0-0,1.61,35.6455259,-80.27228414,112
06-040-c-000-0061-0-0-0,1.77,35.64597191,-80.27258459,112
06-040-c-000-0062-0-0-0,2.07,35.64636753,-80.27297504,112
06-040-c-000-0063-0-0-0,2.26,35.64652547,-80.2734857,112
06-040-c-000-0064-0-0-0,2.48,35.64647841,-80.27427297,112
06-040-c-000-0065-0-0-0,1.45,35.6463103,-80.27497595,112
06-040-d-000-0080-0-0-0,1.71,35.64110404,-80.27460195,112
06-040-d-000-0081-0-0-0,1.09,35.64176513,-80.27402517,112
06-040-d-000-0083-0-0-0,1.21,35.64129144,-80.27325684,112
06-040-d-000-0084-0-0-0,1.7,35.64075656,-80.27395898,112
06-040-d-000-0087-0-0-0,1.62,35.64022958,-80.27253319,112
06-040-d-000-0089-0-0-0,1.48,35.63959692,-80.27313565,112
06-040-f-000-0001-0-0-0,2.75,35.64814963,-80.27179809,112
06-040-f-000-0003-0-0-0,2.91,35.64786725,-80.2736589,112
06-040-f-000-0006-0-0-0,3,35.65094712,-80.27334683,112
06-040-f-000-0008-0-0-0,3,35.65134469,-80.27138024,112
06-040-f-000-0011-0-0-0,3,35.6526768,-80.26974382,112
06-040-f-000-0012-0-0-0,3,35.65309875,-80.26890449,112
06-040-f-000-0013-0-0-0,3,35.65297306,-80.26777798,112
06-040-f-000-0014-0-0-0,4.38,35.65340078,-80.26666574,112
06-040-f-000-0016-0-0-0,3,35.65144825,-80.26805931,112
06-040-f-000-0017-0-0-0,3,35.65080079,-80.26824839,112
06-040-f-000-0018-0-0-0,3,35.65013673,-80.26834756,112
06-040-f-000-0019-0-0-0,3,35.64942989,-80.26836904,112
06-040-f-000-0023-0-0-0,3,35.6501792,-80.27206981,112
06-040-f-000-0025-0-0-0,3,35.64834768,-80.2703291,112
06-040-g-000-0001-0-0-0,2.15,35.64906587,-80.26560614,112
06-040-g-000-0003-0-0-0,1.55,35.64894714,-80.2667949,112
06-040-g-000-0003-a-0-0,2.7,35.6475899,-80.26929026,112
06-040-g-000-0004-0-0-0,1.55,35.64856611,-80.26746267,112
06-040-g-000-0004-a-0-0,1.44,35.64711509,-80.26977999,112
06-040-g-000-0005-0-0-0,1.68,35.64811953,-80.26782648,112
06-040-g-000-0005-a-0-0,1.53,35.64678759,-80.269862,112
06-040-g-000-0006-0-0-0,1.15,35.64763547,-80.26773141,112
06-040-g-000-0006-a-0-0,1.39,35.64641412,-80.26982763,112
06-040-g-000-0008-0-0-0,1.52,35.64693974,-80.26761183,112
06-036-0-000-0004-0-0-0,0.68,35.65346419,-80.28182533,113
06-036-0-000-0023-0-0-0,16.82,35.65016609,-80.28984878,113
06-036-h-000-0008-0-0-0,2,35.64887195,-80.29059525,113
06-036-h-000-0014-0-0-0,1.568,35.65012824,-80.29100682,113
06-036-j-000-0004-0-0-0,0.4,35.65189859,-80.28782617,113
06-036-j-000-0005-0-0-0,0.544,35.65169881,-80.28756671,113
06-036-j-000-0006-0-0-0,0.503,35.65148411,-80.28732929,113
06-036-j-000-0007-0-0-0,0.516,35.65119134,-80.28725954,113
06-036-j-000-0009-0-0-0,0.456,35.65070328,-80.28765567,113
06-036-j-000-0012-0-0-0,0.475,35.64976007,-80.28838129,113
06-036-j-000-0014-0-0-0,1.452,35.64903295,-80.28821912,113
06-036-j-000-0016,1.37,35.648688,-80.287475,113
06-036-j-000-0018-0-0-0,0.603,35.64815223,-80.28835288,113
06-036-j-000-0019-0-0-0,0.651,35.64785926,-80.28831548,113
06-036-k-000-0028-0-0-0,0.573,35.64801738,-80.28227002,113
06-036-n-000-0002-0-0-0,0.78,35.65156136,-80.28199815,113
06-036-n-000-0005-0-0-0,0.82,35.65075073,-80.28262349,113
06-036-n-000-0006-0-0-0,0.82,35.65047945,-80.28282946,113
06-036-n-000-0007-0-0-0,0.83,35.65020768,-80.28303439,113
06-036-n-000-0008-0-0-0,0.84,35.64994018,-80.28324833,113
06-036-n-000-0009-0-0-0,0.88,35.64968532,-80.28347705,113
06-036-n-000-0010-0-0-0,0.83,35.64946237,-80.28387613,113
06-036-n-000-0011-0-0-0,1.13,35.6490251,-80.28393619,113
06-036-n-000-0012-0-0-0,0.78,35.64900153,-80.28329652,113
06-036-n-000-0013-0-0-0,0.75,35.64894518,-80.28292913,113
06-036-n-000-0014-0-0-0,0.75,35.64893013,-80.28256489,113
06-037-0-000-0041-0-0-0,42.24,35.65021903,-80.27903294,113
06-037-b-000-0001-0-0-0,1.36,35.64467297,-80.27789039,113
06-037-b-000-0003-0-0-0,0.93,35.6460003,-80.27864843,113
06-037-b-000-0006-0-0-0,0.92,35.64702671,-80.27942175,113
06-037-b-000-0008-0-0-0,0.92,35.64790588,-80.27949172,113
06-037-b-000-0010-0-0-0,0.92,35.64747333,-80.27839254,113
06-037-b-000-0011-0-0-0,1.84,35.64693362,-80.27803256,113
06-037-b-000-0013-0-0-0,0.92,35.64635983,-80.2776907,113
06-037-b-000-0014-0-0-0,0.92,35.64596279,-80.27757501,113
06-040-0-000-0001-d-0-0,1.84,35.63889577,-80.28112596,113
06-040-0-000-0004-0-0-0,1.27,35.64275102,-80.2768186,113
06-040-a-000-0006-0-0-0,1.11,35.63920908,-80.28176238,113
06-040-a-000-0009-0-0-0,1.01,35.63950896,-80.28264872,113
06-040-a-000-0012-0-0-0,1.11,35.63990803,-80.28358925,113
06-040-a-000-0016-0-0-0,1.14,35.64029608,-80.2847781,113
06-040-a-000-0020-0-0-0,1.08,35.64074088,-80.28591133,113
06-040-a-000-0021-0-0-0,1.01,35.64089185,-80.28616332,113
06-040-a-000-0024-0-0-0,0.98,35.64111543,-80.28708169,113
06-040-a-000-0046-0-0-0,1.14,35.64635616,-80.28441312,113
06-040-b-000-0049-0-0-0,1.64,35.63703866,-80.27659398,113
06-040-b-000-0051-0-0-0,1.45,35.63747748,-80.27750814,113
06-040-c-000-0067-0-0-0,2.22,35.64570043,-80.2760433,113
06-040-c-000-0070-0-0-0,1.75,35.64434428,-80.27665875,113
06-040-c-000-0071-0-0-0,1.66,35.64389147,-80.27659011,113
06-040-d-000-0073-0-0-0,1.24,35.64309501,-80.27603577,113
06-040-d-000-0074-0-0-0,1.4,35.64266011,-80.27583735,113
06-040-d-000-0075-0-0-0,1.51,35.64203713,-80.27619996,113
06-040-d-000-0077-0-0-0,1.1,35.64226864,-80.2751792,113
06-040-d-000-0079-0-0-0,1.59,35.64136805,-80.27502864,113
06-040-d-000-0093-0-0-0,1.22,35.63962166,-80.27587271,113
06-040-d-000-0095-0-0-0,1.42,35.64016902,-80.27661851,113
06-040-d-000-0098-0-0-0,1.3,35.64159758,-80.27713697,113
06-040-d-000-0100-0-0-0,1.34,35.64046437,-80.27794052,113
06-040-d-000-0101-0-0-0,1.48,35.63994593,-80.27802139,113
06-040-d-000-0102-0-0-0,1.35,35.63951302,-80.27774874,113
06-040-d-000-0105-0-0-0,1.25,35.63841508,-80.27577073,113
06-040-d-000-0106-0-0-0,1.32,35.63808058,-80.27621031,113
06-040-d-000-0108-0-0-0,1.46,35.63879825,-80.2776951,113
06-040-d-000-0109-0-0-0,1.56,35.63905061,-80.278579,113
06-040-d-000-0110-0-0-0,1.64,35.63819782,-80.27886144,113
06-040-e-000-0004-0-0-0,1.03,35.6419698,-80.2792973,113
06-040-e-000-0005-0-0-0,1.73,35.64163481,-80.27876361,113
06-040-e-000-0006-0-0-0,1.6,35.64104855,-80.28020564,113
06-040-e-000-0007-0-0-0,1.8,35.64088959,-80.27949624,113
06-040-e-000-0008-0-0-0,0.92,35.64042082,-80.2799795,113
06-040-e-000-0009-0-0-0,1.09,35.64004378,-80.2803417,113
06-040-e-000-0010-0-0-0,0.93,35.640167,-80.28087412,113
06-040-e-000-0011-0-0-0,0.96,35.64036243,-80.28133426,113
06-040-e-000-0012-0-0-0,0.96,35.64053549,-80.28178943,113
06-040-e-000-0013-0-0-0,0.96,35.64070673,-80.28224409,113
06-040-e-000-0016-0-0-0,1.92,35.64130965,-80.28384448,113
06-040-e-000-0018-0-0-0,0.96,35.64157295,-80.28453766,113
06-040-e-000-0019-0-0-0,0.96,35.64174574,-80.28499386,113
06-040-e-000-0020-0-0-0,0.97,35.6419174,-80.28544962,113
06-040-e-000-0021-0-0-0,1.93,35.64219085,-80.28616218,113
06-040-e-000-0024-0-0-0,0.96,35.64332004,-80.28502438,113
06-040-e-000-0025-0-0-0,0.96,35.64368754,-80.28479593,113
06-040-e-000-0026-0-0-0,0.96,35.64405506,-80.28456754,113
06-040-e-000-0029-0-0-0,1.39,35.64527606,-80.28383106,113
06-040-e-000-0031-0-0-0,2.23,35.64646834,-80.28207528,113
